And gp to wow nighborbounding n, False
Now whi Bon rgth hr nd th, False
Thick torm of but rn ik wintr h, False
And hiurd unc drk th troubd i, False
Pd p  cupid cup, False
Arm onnt rmi vir ptiturqu vir, False
On ury id drop cptin to th groun, False
And oudir om imimd om in outrigh, False
Hr f  body undrd from hi h, False
Thr g nd rm y bding on th g, False
Mingd with wpon nd vnbowd t, False
Tht cttring ourprd th purp pi, False
In  thi turmoy thr ong hovr nd mo, False
Th victory to nithr prt incin, False
Ti Don Andr with hi bru nci, False
In thir min btt md o grt  brc, False
Tht hf dimid th mutitud rtir, False
But Bthzr th Porting young prin, False
Brought rcu nd ncourgd thm to t, False
Hrhnc th fight w gry rnw, False
And in tht confict w Andr inâ€, False
Bru mntrm but wk to Bthz, False
Yt whi th princ inuting our hi, False
Brthd out proud vunt ounding to our rproc, False
rindhip nd hrdi vour ioynd in o, False
Prickt forth Hortio our knightmrh on, False
To chng forth tht princ in ing figh, False
Not ong btwn th twin th fight indur, False
But tright th princ w btn from hi ho, False
And forct to yd him prionr to hi f, False
Whn h w tkn  th rt f, False
And our crbin purud thm to dt, False
Ti Phobu wning to th wtrn d, False
Our trumptr wr chrgd to ound rtr, False
  Thnk good ord gnr for th good n, False
And for om rgumnt of mor to co, False
Tk thi nd wr it for thy ourign , False
But t m now  ht thou confirmd  p, False
  No pc my ig but pc conditio, False
Tht if with homg tribut b w pi, False
Th fury of your forc wib ti, False
And to thi pc thir vicroy hth ubcrib, False
Giu th   pp, False
And md  omn vow tht during i, False
Hi tribut hb truy pid to Spi, False
  Th word th dd bcom thy pron , False
But now knightmrh froik with thy kin, False
or ti thy onn tht winn thi btt pri, False
  Long my h iu to ru my ourign i, False
And oon dcy un h ru my i, False
 trumpt frr of, False
  Nor thou nor h h dy without rwr, False
Wht mn thi wrning of thi trumpt oun, False
  Thi t m tht your Grc mn of wr, False
Such  wrr fortun hth rrud from dt, False
Com mrching on towrd your roy , False
To how thmu bfor your Mit, False
or o gu  in chrg t my dpr, False
Whrby by dmontrtion h pp, False
Tht  xcpt thr hundrd or fw mo, False
Ar f rturnd nd by thir fo inrich, False
Th rmi ntr  btwn, False
nd  cpti, False
   gdom ight   ong to  thm h, False
Thy ntr nd p b, False
 tht th wrik princ of Portin, False
Tht by our nphw w in triumph , False
  It w my ig th princ of Portin, False
  But wht w h tht on th othr i, False
Hd him by th rm  prtnr of th pri, False
  Tht w my onn my grciou ourig, False
Of whom though from hi tndr infnc, False
My ouing thought did nur hop but , False
 nur pd hi fthr y ti no, False
Nor fid my hrt with ourcoying io, False
  Go t thm mrch onc mor bout th , False
Tht tying thm w my confrr nd t, False
With our bru prionr nd hi doub gur, False
Hioronimo it grty pth , False
Tht in our victori thou hu  h, False
By vrtu of thy worthy onn xpoi, False
Bring hthr th young princ of Portin, False
Th rt mrtch on but r thy b dimi, False
 wi btow on ury odi, False
Two duckt nd on ury dr t, False
Tht thy my know our rg wcom th, False
Exunt  th rmy but, False
 nd, False
  Wcom Don Bthzr  Wcom nph, False
And thou Hortio thou rt wcom to, False
Young princ though thy fthr hrd mid, False
In kping bck th tribut tht h o, False
Dru but ui mur t our hn, False
Yt ht thou know tht Spin i honor, False
  Th trp tht my fthr md in p, False
 now controd by fortun of th wr, False
And crd onc dt it boot not k why , False
Hi mn r inâ€” wkning to hi r, False
Hi coour czdâ€” bot vnto hi n, False
Hi onn ditrtâ€” coriu to hi hr, False
Th punihmnt my cr hi t offn, False
   Bthzr if h obru thi tru, False
Our pc wi grow th trongr for th wr, False
Mnwhi iu thou though not in ibrt, False
Yt fr from bring ny rui yo, False
or in our hring thy drt wr gr, False
And in our ight thyf rt grtio, False
  And  h tudi to dru thi gr, False
  But t mâ€”for thir hoding mk m doub, False
To Which of th twin rt thou prion, False
  To m my i, False
                   To m my ourig, False
  Thi hnd firt took hi courr by th ri, False
  But firt my unc did put him from hi ho, False
   czd th wpon nd nioyd it fir, False
  But firt  forcd him y hi wpon dow, False
 Lt go hi rm vpon my privid, False
Sy worthy princ  to whthr didt thou y, False
  To him in curti to thi prfor, False
 pk m fir thi othr gu m tro, False
 promid if thi othr thrtnd dt, False
 wn my ou thi othr conqurd , False
And truth to y  yd myf to bot, False
  But tht  know your Grc i iut nd w, False
And might m prti in thi diffrn, False
Inforct by ntur nd by w of r, False
My tongu houd pd for young Hortio righ, False
 huntd w tht w  yon dt, False
Not h tht in  grmnt wor hi ki, False
So hr my pu dd yon by th br, False
  Contnt th mrh thou ht hu no wron, False
And for thy k thy onn h wnt to righ, False
Wi both bid th cnur of my doo, False
   cru no bttr thn your Grc wr, False
  Nor  though  it bid my righ, False
  Thn by iudgmnt thu your trif h n, False
You both dru nd both h hu rwr, False
Nphw thou tookt hi wpon nd hi ho, False
Hi wpon nd hi hor r thy rwr, False
Hortio thou didt forc him firt to y, False
Hi rnom thrfor i thy vour , False
Appoint th um  you h both g, False
But nphw thou ht hu th princ in gur, False
or thin tt bt fittth uch  gu, False
Hortio hou wr m for  hi tri, False
Yt in rgrd thy ubtnc pth h, False
And tht iut gurdon my bf dr, False
To him w yd th rmour of th prin, False
How ik don Bthzr of thi dui, False
  Right w my ig if thi prouizo w, False
Tht Don Hortio br v compn, False
Whom  dmir nd ou for chiur, False
  Hortio u him not tht ou th , False
Now t v hnc to  our oudir pi, False
And ft our prionr  our frindy gu, False
Portug  th  p, False
Entr  , False
   our mbdour diptcht for Spi, False
  Two di my ig r pt inc hi dpr, False
  And tribut pimnt gon ong with hi, False
   my good or, False
  Thn rt w hr whi in our vnr, False
And fd our orrow with inwrd ig, False
or dpt cr brk nur into t, False
But whrfor it  in  rg thro, False
Thi bttr fit  wrtch nd mo, False
Yt thi i highr thn my fortun rc, False
And thrfor bttr thn my tt dr, False
 to th groun, False
  thi rth img of mncho, False
Sk him whom ft diudg to mir, False
Hr t m y  Now m  t th ow, False
Qui ict in trr non hbt vnd cd, False
In m concumpit vir fortun nocnd, False
Ni uprt vt im poit ob mg, False
 ortun my bru m of my crownâ€, False
Hr tk it now t ortun do hr wor, False
Sh h now rob m of thi b w, False
 no h nui non but pnt thin, False
Such i th foy of dpightfu chn, False
ortun i bind nd  not my dr, False
So i h df nd hr not my mn, False
And coud h hr yt i h wifu m, False
And thrfor wi not pitti my dit, False
Suppo tht h coud pitti m wht th, False
Wht hp cn b xpctd t hr hn, False
Who foot i tnding on  rowing to, False
And mind mor mutb thn fick win, False
Why wi  thn whr hop of no rd, False
 y compining mk my grf m, False
My t mbition hth ditind my fit, False
My brch of fith occiiond boudi wr, False
Tho boudi wrr hu pnt my trur, False
And with my truri my pop boo, False
And with th bood my ioy nd bt boudâ€, False
My bt boud my wt nd ony on, False
 whrfor wnt  not to wrr my, False
Th cu w min  might hu did for bot, False
My yr wr mow but hi young nd gr, False
My dth wr ntur but hi w forc, False
  No doubt my ig but ti th princ urui, False
  Suruiu   wh, False
  In Spin  prionr by michnc of wr, False
  Thn thy hu in him for hi fthr fu, False
  Tht wr  brch to common w of r, False
  Thy rck no w tht mditt run, False
  Hi rnom worth wi ty from fou run, False
  No if h iud th nw woud oon b h, False
  My ourign prdon th uthor of i n, False
And  bwry th fortun of thy on, False
  Spk on  gurdon th whtr it , False
Min r i rdy to rciu i n, False
My hrt grown hrd gint michif bttr, False
Stnd vp  y nd t thy t t r, False
  Thn hr tht truth which th min i hv , False
Whn both th rmi wr in btt ioyn, False
Don Bthzr midt th thickt trou, False
To winn rnowm did wondrou ft of r, False
Amongt th rt  w him hndtohn, False
In ing fight with thir ord gn, False
Ti Axndro tht hr countrfi, False
Vndr th coour of  dutou frn, False
Dichrgd  pito t th princ bc, False
 though h woud hu in thir gn, False
But thrwith Don Bthzr f dow, False
And whn h f thn w bgn to f, False
But hd h iud th dy hd ur bn ou, False
   wichd forgri   tritrou micrn, False
  Hod thou thy pc  But now Viuppo , False
Whr thn bcm th crk of my on, False
   w thm drg it to th Spnih tn, False
    my nighty drm hu tod m th, False
Thou f vnkind vnthnkfu tritrou b, False
Whrin hd Bthzr offndd t, False
Tht thou houd btry him to our f, False
Wt Spnih god tht brd o thin , False
Tht thou coudt  no prt of our dr, False
Prchnc bcu thou rt Trr or, False
Thou hdt om hop to wr thi did, False
If firt my onn nd thn myf wr i, False
But thy mbitiou thought h brk thy nc, False
 thi w it tht md th pi hi bou, False
Tk th crown nd put it on gi, False
But  now wr it ti thy boud b pi, False
  Vouchf drd ourign to hr m p, False
  Awy with him  hi ight i cond , False
Kp him ti w dtrmin hi dt, False
If Bthzr b dd h h not i, False
Viuppo foow v for thy rwr, False
  Thu hu  with n nuiou forgd , False
Dciud th king btrid min nm, False
And hop for gurdon of my vin, False
Entr  nd, False
  Signior Hortio thi i th pc nd hou, False
Whrin  mut intrt th to r, False
Th circumtnc of Don Andr dt, False
Who iuing w my grnd wtt fow, False
And in hi dth hth burid my digh, False
  or ou of him nd ruic to your, False
 not rfu thi huy dofu chr, False
Yt tr nd igh  fr wi hindr , False
Whn both our rmi wr nioynd in figh, False
Your worthi chiuir dmit th thik, False
or goriou cu ti iming t th fir, False
 t th t by yong Don Bthz, False
Encountrd hndtohnd  Thir fight w on, False
Thir hrt wr grt thir cmour mncin, False
Thir trngth ik thir trok both dngro, False
But wrthfu Nmi tht wickd pow, False
Enuying t Andr pri nd wort, False
Cut hort hi if to nd hi pri nd woort, False
Sh h hrf diguid in rmour m, False
  w bfor proud Prgm, False
Brought in  frh uppy of hbrdi, False
Which puncht hi hor nd dingd him to th groun, False
Thn yong Don Bthzr with ruth r, False
Tking duntg of hi fo dit, False
Did finih wht hi hbrdir bgu, False
And ft not ti Andr if w do, False
Thn though too t incnt with iut rmor, False
 with my bnd t foorth gint th prin, False
And brought him prionr from hi hbrdi, False
  Woud thou hdt in him tht o w my o, False
But thn w Don Andr crk o, False
  No tht w it for which  chfy tro, False
Nor tpt  bck ti  rcourd hi, False
 took him vp nd wound him in min r, False
And wding him vnto my priut tn, False
Thr id him down nd dwd him with my t, False
And ighd nd orrowd  bcm  frn, False
But nithr frndy orrow igh nd t, False
Coud win p Dth from hi vurpd righ, False
Yt thi  did nd   coud not d, False
 w him honourd with du fun, False
Thi crf  puckt from off hi iu r, False
And wr it in rmmbrnc of my frn, False
   know th crf woud h hd kpt it t, False
or hd h iud h woud hu kpt it t, False
And worn it for hi Bimpri , False
or tw my fuour t hi t dpr, False
But now wr thou it both for him nd , False
or ftr him thou ht drud it b, False
But for thy kindn in hi if nd dt, False
 ur whi Bimpri if ndu, False
Sh wi b Don Hortio thnkfu frn, False
  And mdm Don Hortio wi not c, False
Humby to ru fir Bimpr, False
But now if your good iking tnd thrt, False
 cru your prdon to go k th prin, False
or o th duk your fthr gu m chr, False
   go Hortio u m hr o, False
or oitud bt fit my chr moodâ€, False
Yt wht ui to wi Andr dt, False
rom whnc Hortio prou my cond o, False
Hd h not oud Andr  h di, False
 coud not it in Bimpri though, False
But how cn ou find hrbour in my br, False
Ti  rung th dth of my bou, False
 cond ou h furthr my run, False
 ou Hortio my Andr frn, False
Th mor to pight th princ tht wrought hi n, False
And whr Don Bthzr tht w my o, False
 h in rigour of my iut didi, False
Rp ong rpntnc for hi murdrou ddâ€, False
or wht wt  but murdrou cowrd, False
So mny to oppr on vint knigh, False
Without rpct of honour in th figh, False
And hr h com tht murdrd my digh, False
Entr  nd, False
  Sitr wht mn thi mnchoi w, False
  Tht for whi  wih no compn, False
  But hr th princ i com to viit yo, False
  Tht rgu tht h iu in ibrt, False
  No mdm but in ping ruitu, False
  Your prion thn bik i your conci, False
   by concit my frdom i nthr, False
  Thn with concit nrg yourf gi, False
  Wht if concit hu id my hrt to g, False
  Py tht you borrowd nd rcour i, False
   di if it rturn from whnc it , False
   hrt mn nd iu   mir, False
   dy ou cn work uch mir, False
  Tuh tuh my ord  t go th mb, False
And in pin trm cquint hr with your o, False
  Wht boot compint whn thr no rmd, False
   to your grcio f mut  compi, False
In who fir nwr y my rmd, False
On who prfction  my thought ttn, False
On who pct min y find buti bow, False
In who trnucnt brt my hrt i odg, False
  my ord thr but word of cou, False
And but dui to driu m from thi p, False
Sh going in t f hr gou whic, False
 comming out tk v, False
  Mdm your go, False
  Thnk good Hortio tk it for thy pi, False
  Signior Hortio toopt in hppi ti, False
   rpt mor grc tht  drud or hop, False
  My ord b not dimid for wht i p, False
You know tht womn oft r humro, False
Th coud wi ourbow with itt win, False
Lt m on  cttr thm my, False
Mnwhi t v dui to pnd th ti, False
In om dightfu port nd ruin, False
  Th king my ord i comming hithr trigh, False
To ft th Porting mbdou, False
Thing wr in rdin bfor  c, False
  Thn hr it fit v to ttnd th kin, False
To wcom hithr our mbdou, False
And rn my fthr nd my countri ht, False
Entr th bnqut  th, False
   ord mbdor how Spin intr, False
Thir prionr Bthzr thy vicroy on, False
 pur mor in kindn thn in wr, False
  Sd i our king nd Porting mn, False
Suppoing tht Don Bthzr i i, False
 id  So m  in by buti tirnniâ€, False
You  my ord how Bthzr i i, False
 froik with th Duk of Cti on, False
Wrpt ury hour in pur of th cour, False
And grt with fuour of hi Mit, False
  Put off your grting ti our ft b do, False
Now com nd it with v nd tt our ch, False
Sit down young princ you r our cond gu, False
Brothr it down nd nphw tk your p, False
Signior Hortio wit thou vpon our cu, False
or w thou ht drud to b honor, False
Now ording f too Spin i Portu, False
And Portug i Spin w both r frn, False
Tribut i pid nd w nioy our righ, False
But whr i od Hironimo our mr, False
 promid v in honor of our gu, False
To grc our bnqut with om pompou i, False
Entr  with   thr, False
ch with cutchin thn h fthc th, False
 thy tk thir crown nd th, False
Hironimo thi mk contnt min , False
Athough  ound w not th mitr, False
  Th firt rmd knight tht hung hi cutchin v, False
 tk th cutchin hd giu it t, False
 Engih Robrt Er of Goct, False
Who whn King Stphn bor wy in Abio, False
Arriud with fiu nd twnty thound m, False
In Porting nd by ucc of wr, False
Enforcd th king thn but  Sri, False
To br th yok of th Engih monrch, False
  My ord of Porting by thi you, False
Tht which my comfort both your king nd yo, False
And mk your t dicomfort m th, False
But y Hironimo  wht w th nx, False
  Th cond knight tht hung hi cutchin v, False
 doth  h did bfo, False
 Edmond Er of Knt in Abio, False
Whn Engih Richrd wor th did, False
 cm ikwi nd rzd Libon , False
And took th king of Porting in fightâ€, False
or which nd othr uch ruic do, False
 ftr w crtd Duk of Yor, False
  Thi i nothr pci rgumn, False
Tht Porting my din to br our yo, False
Whn it by itt Engnd hth bn yok, False
But now Hironimo wht wr th , False
  Th third nd t not t in our ccoun, False
  th rt  vint Engihm, False
Bru Iohn of Gunt th Duk of Lnct, False
 by hi cuthcin piny my pp, False
 with  puint rmi cm to Spi, False
And took our King of Cti prion, False
  Thi i n rgumnt for our vicro, False
Tht Spin my not inut for hr uc, False
Sinc Engih wrriour ikwi conqurd Spi, False
And md thm bow thir kn to Abio, False
  Hironimo  drink to th for thi dui, False
Which hth pd both th mbdor nd , False
Pdg m Hironimo if thou ou th kin, False
Tk th cup of, False
My ord  fr w it but ouron, False
Vn our dinti wr mor dictâ€, False
But wcom r to you th bt w h, False
Now t v in tht you my b diptch, False
 think our counc i rdy , False
  Com w for thi from dpth of vndr groundâ€, False
To  him ft tht gu m my dth woun, False
Th pnt ight r orrow to my o, False
nothing but gu nd ou nd bnqutin, False
   ti Andr  r w go from hn, False
 turn thir frndhip into f dpigh, False
Thir ou to mort ht thir dy to nigh, False
Thir hop into dipir thir pc in wr, False
Thir ioy to pin thir bi to mir, False
Entr  nd, False
  My ord though Bimpri m thu co, False
Lt ron hod you in your wontd io, False
In tim th ug bu utin th yo, False
In tim  hggrd hwk wi toop to u, False
In tim m wdg cu th hrdt o, False
In tim th hrdt fint i prt with oftt how, False
And h in tim wi f from hr didi, False
And ru th uffrnc of your frndy pi, False
  No h i widr nd mor hrd wit, False
Thn bt or bird or tr or tony , False
But whrfor bot  Bimpri n, False
It i my fut not h tht mrit b, False
My ftur i not to contnt hr igh, False
My word r rud nd work hr no digh, False
Th in  nd hr r but hrh nd , False
Such  do drop from Pn nd Mri qu, False
My prnt r not of ufficint co, False
And bing worth  my bour o, False
Yt might h ou m for my vinc, False
 but tht ndrd by cptiuit, False
Yt might h ou m to contnt hr i, False
 but hr ron mtr hr di, False
Yt might h ou m  hr brothr frn, False
 but hr hop im t om othr n, False
Yt might h ou m to vprr hr t, False
 but prhp h ou om nobr m, False
Yt might h ou m  hr buti th, False
 but  fr h cnnot ou t, False
  My ord for my k u th xt, False
And doubt not but w find om rmd, False
Som cu thr i tht t you not b ou, False
irt tht mut nd b known nd thn rmou, False
Wht if my itr ou om othr knigh, False
  My ommr dy wi turn to wintr nigh, False
   hu rdy found  trtg, False
To ound th bottom of thi doubtfu th, False
My ord for onc you h b rud by , False
Hindr m not wht r you hr or, False
By forc or fir mn wi  ct bou, False
To find th truth of  thi qution ou, False
          Signio, False
                  Vin qui prt, False
  Hth your ordhip ny ruic to commnd , False
   Pdringno ruic of impor, False
And not to pnd th tim in trifing wor, False
Thu tnd th c  it i not ong thou know, False
Sinc  did hid th from my fthr wrt, False
or thy conuninc in Andr o, False
or which thou wrt diudgd to punihmn, False
 tood btwixt th nd thy punihmn, False
And inc thou knowt how  hu fvord t, False
Now to th fuour wi  dd rwr, False
Not with fir woord but tor of godn coy, False
And nd nd iuing ioynd with dignit, False
If thou but tifi my iut dmun, False
 truth nd hu m for thy ting frn, False
  Whtr it b your ordhip h dmun, False
My boundn duty bid m t th trut, False
If c it y in m to t th trut, False
  Thn Pdringno thi i my dmun, False
Whom ou my itr Bimpr, False
or h rpoth  hr trut in t, False
Spk mn nd gin both frndhip nd rwr, False
 mn whom ou h in Andr p, False
   my ord inc Don Andr dt, False
 hu no crdit with hr  bfo, False
And thrfor know not if h ou or n, False
  Ny if thou dy thn  m thy f, False
And fr h forc wht frndhip cnnot win, False
Thy dth h bury wht thy if con, False
Thou dyt for mor tming hr thn , False
  Oh ty my or, False
  Yt pk th truth nd  wi gurdon t, False
And hid th from whtur cn n, False
And wi conc whtur procd from t, False
But if thou dy onc gin thou di, False
  If mdm Bimpri b in ouâ€, False
  Wht viin  if nd n, False
  Oh ty my ord  h ou Horti, False
 trt bc, False
  Wht  Don Hortio our knightmrh on, False
 Eun him my or, False
  Now y but how knot thou h i hr o, False
And thou ht find m kind nd ib, False
Stnd vp  y nd fr t th trut, False
  Sh nt him ttrâ€”which myf prudâ€, False
ufrught with in nd rgumnt of o, False
Prfrring him bfor Princ Bthz, False
  Swr on thi cro tht wht thou it i tr, False
And tht thou wit con wht thou ht to, False
   wr to both by him tht md v, False
  In hop thin oth i tru hr thy rwr, False
But if  prou th priurd nd vniu, False
Thi vry word whron thou tookt thin ot, False
Sh b th workr of thy trgd, False
  Wht  hu id i tru nd h for , False
 ti concd from Bimpr, False
Bid your Honor ibrit, False
Dru my dutou ruic un ti dt, False
  Lt thi b  tht thou h do for , False
 wtchfu whn nd whr th our m, False
And giu m notic in om crt or, False
   wi my or, False
  Thn thou ht find tht  m ib, False
Thou knowt tht  cn mor dunc thy t, False
Thn h  b thrfor wi nd fi m no, False
Go nd ttnd hr  thy cutom , False
Lt bnc mk hr think thou doot m, False
Why o Tm rmi qum ingni, False
Whr word prui not vionc pru, False
But god doth mor thn ithr of thm bot, False
How ik Princ Bthzr thi trtg, False
  Both w nd i it mk m gd nd , False
Gd tht  know th hindrr of my o, False
Sd tht  fr h ht m whom  o, False
Gd tht  know on whom to b rung, False
Sd tht h fi m if  tk run, False
Yt mut  tk rung or dy my, False
or ou ritd grow imptin, False
 think Hortio b my dtind pg, False
irt in hi hnd h brndihd  wor, False
And with tht word h fircy wgd wr, False
And in tht wrr h gu m dngrou woun, False
And by tho wound h forcd m to y, False
And by my yding  bcm hi , False
Now in hi mouth h crri ping wor, False
Which ping word do hrbour wt conci, False
Which wt concit r imd with i dci, False
Which i dcit mooth Bimpri , False
And through hr r diu down into hr hr, False
And in hr hrt t him whr  houd tn, False
Thu hth h tn my body by for, False
And now by ight woud cptiut my o, False
But in hi f  tmpt th Dtin, False
And ithr oo my if or winn my o, False
 Lt go my ord  our tying ti run, False
Do but foow m nd gin your o, False
Hr fuour mut b wonn by hi rmoo, False
Entr  nd, False
  Now mdm inc by fuour of your o, False
Our hiddn mok i turnd to opn f, False
And tht with ook nd word w fd our thoughtâ€, False
Two chif contnt whr mor cnnot b hdâ€, False
Thu in th midt of ou fir bndhmn, False
Why hw you ign of inwrd nguihmn, False
 hwth  to th  n, False
 pcing thm in cr, False
  My hrt wt frnd i ik  hip t, False
Sh wihth port whr riding  t, False
Sh my rpir wht tormi tim hu wor, False
And ning on th hor my ing with io, False
Tht pur foow pin nd bi nno, False
Poion of thy ou i th ony por, False
Whrin my hrt with fr nd hop ong to, False
Ech howr doth wih nd ong to mk ror, False
Thr to rpir th ioy tht it hth o, False
And itting f to ing in Cupid qui, False
Tht wtt bi i crown of ou di, False
   p min y  not my ou prophn, False
 df my r hr not my dicontn, False
Dy hrt nothr ioy wht thou dru, False
  Wtch ti min y to  thi ou diioyn, False
Hr ti min r to hr thm both mn, False
Liu hrt to ioy t fond Hortio , False
  Why tnd Hortio pch  thi wh, False
  Th   pk th mor  mdit, False
  But whron doot thou chify mdit, False
  On dngr pt nd pur to n, False
 On pur pt nd dngr to n, False
  Wht dngr nd wht pur doot thou m, False
  Dngr of wrr nd pur of our o, False
  Dngr of dth but pur non t, False
 Lt dngr go thy wrr h b with , False
But uch  wrr  brk no bond of p, False
Spk thou fir word  cro thm with fir wor, False
Snd thou wt ook  mt thm with wt oo, False
Writ ouing in  nwr ouing i, False
Giu m  ki  countrchck thy k, False
 thi our wrring pc or pcfu wr, False
  But grtiou mdm thn ppoint th fi, False
Whr tri of thi wrr h firt b m, False
  Ambitiou viin how hi bodn gro, False
  Thn b thy fthr pnt bowr in th fidâ€, False
Whr firt w vowd  mutu mit, False
Th court wr dngrou tht pc i , False
Our howr hb whn Vpr ginn to r, False
Tht ummon hom ditrfu tru, False
Thr non h hr v but th hrm bir, False
Hppi th gnt nightin, False
Sh crro v p r w b w, False
And inging wit th prick t hr br, False
 our dight nd mirthfu din, False
Ti thn ch hour wi m  yr nd mo, False
  But honiwt nd honorb o, False
Rturn w now into your fthr igh, False
Dngrou upition wit on our digh, False
   dngr mixt with iou dpi, False
Sh nd thy ou into trn nigh, False
Entr th   , False
   , False
  Brothr of Cti to th princ o, False
Wht i your dughtr Bimpr, False
  Athough h coy it  bcom hr kin, False
And yt dimb tht h ou th prin, False
 doubt not  but h wi toop in ti, False
And wr h frowrdâ€”which h wi not bâ€, False
Yt hrin h h foow my dui, False
Which i to ou him or forgo my o, False
  Thn ord mbdour of Portin, False
Adui thy king to mk thi mrrig v, False
or trngthning of our tconfirmd g, False
 know no bttr mn to mk v frn, False
Hr dowry h b rg nd ib, False
Bid tht h i dughtr nd hf hi, False
Vnto our brothr hr Don Cipri, False
